networkType,batteryLevel,isCharging,updateSizeMb,usageFrequency,isCriticalUpdate,shouldUpdate
2,0.438,0,299.97,0.819,0,1
1,0.566,0,277.39,0.262,1,0
2,0.318,0,643.38,0.608,0,0
2,0.262,0,445.22,0.473,0,0
2,0.274,1,308.21,0.598,0,1
2,0.46,1,98.57,0.779,0,1
1,0.758,0,52.67,0.586,0,0
2,0.771,1,368.47,0.754,0,1
1,0.389,0,98.96,0.483,0,0
2,0.561,0,338.32,0.218,0,1
2,0.517,1,321.9,0.501,0,1
1,0.097,1,237.91,0.434,0,1
2,0.887,1,454.88,0.385,0,1
0,0.651,0,379.37,0.431,0,0
2,0.097,1,439.18,0.692,0,1
1,0.082,1,53.18,0.281,1,1
2,0.085,1,509.99,0.972,0,1
2,0.66,1,171.58,0.314,0,1
1,0.391,1,81.8,0.266,1,1
2,0.466,0,155.89,0.919,0,1
2,0.537,0,467.74,0.531,0,0
2,0.251,0,481.28,0.302,0,0
2,0.851,0,111.81,0.909,0,1
2,0.788,0,265.22,0.103,0,1
0,0.766,1,369.54,0.456,0,0
2,0.6,0,140.38,0.364,0,1
1,0.126,0,53.64,0.07,0,0
2,0.653,0,371.71,0.929,0,1
1,0.81,0,285.9,0.024,0,0
2,0.802,0,252.76,0.761,0,1
2,0.711,0,190.28,0.833,1,1
2,0.91,1,225.55,0.266,0,1
1,0.193,0,79.71,0.294,1,1
1,0.661,0,288.22,0.576,0,0
2,0.39,0,447.97,0.628,0,1
1,0.435,1,48.96,0.804,0,1
2,0.536,0,109.08,0.241,0,1
2,0.797,0,191.62,0.044,0,1
2,0.369,0,637.04,0.198,1,1
2,0.675,0,470.42,0.352,0,0
2,0.616,0,642.96,0.734,0,1
1,0.732,1,117.64,0.668,0,1
2,0.361,0,136.72,0.285,1,1
2,0.44,1,275.62,0.24,0,1
1,0.711,0,375.67,0.595,0,0
2,0.64,0,570.42,0.014,0,0
2,0.295,0,528.14,0.598,0,0
2,0.954,1,414.55,0.565,0,1
2,0.752,0,579.23,0.866,0,1
2,0.518,1,171.25,0.366,0,1
2,0.644,0,113.68,0.244,0,1
1,0.764,0,468.08,0.409,0,0
1,0.426,1,74.18,0.397,0,1
1,0.49,0,291.56,0.102,1,0
1,0.83,0,174.04,0.763,0,0
1,0.687,1,224.53,0.187,0,0
1,0.801,0,91.36,0.213,0,0
2,0.28,1,186.0,0.614,1,1
1,0.393,1,269.09,0.371,0,0
2,0.679,0,406.81,0.299,0,1
2,0.634,1,285.18,0.058,0,1
2,0.379,0,88.92,0.661,0,1
2,0.561,0,215.15,0.272,1,1
1,0.055,0,390.48,0.385,0,0
2,0.622,0,201.8,0.91,0,1
2,0.208,0,735.25,0.47,0,0
0,0.634,1,684.88,0.085,0,0
2,0.467,1,662.46,0.259,0,1
2,0.734,0,272.23,0.57,0,1
2,0.508,0,192.55,0.174,0,1
2,0.635,0,594.36,0.329,0,0
2,0.757,0,223.57,0.865,0,1
2,0.354,0,203.84,0.757,0,1
1,0.903,1,133.65,0.969,0,1
2,0.806,0,391.38,0.237,0,1
2,0.895,1,495.74,0.291,0,1
2,0.476,0,80.76,0.335,0,1
1,0.419,1,149.73,0.624,1,1
2,0.489,1,186.32,0.465,0,1
2,0.657,0,153.73,0.521,1,1
2,0.683,0,308.24,0.166,0,0
1,0.715,0,142.04,0.921,0,1
0,0.632,0,488.61,0.205,0,0
2,0.779,1,686.04,0.165,0,1
2,0.515,0,184.04,0.115,0,1
1,0.526,0,81.61,0.601,0,0
2,0.261,0,678.23,0.637,0,0
2,0.605,0,189.56,0.851,0,1
2,0.454,0,149.28,0.429,0,1
2,0.638,0,237.04,0.446,0,1
2,0.535,0,388.67,0.454,1,1
1,0.37,0,167.7,0.516,0,0
1,0.35,1,175.87,0.627,0,0
1,0.379,0,454.69,0.349,0,0
1,0.834,0,115.44,0.814,0,1
2,0.56,0,606.39,0.347,0,0
1,0.675,1,146.99,0.646,0,1
0,0.752,1,690.74,0.358,0,0
2,0.34,1,193.88,0.182,0,1
2,0.6,1,372.68,0.669,0,1
2,0.845,0,219.15,0.361,1,1
2,0.534,0,664.64,0.735,0,0
2,0.273,1,862.66,0.603,1,1
2,0.914,1,526.04,0.848,0,1
1,0.305,0,388.71,0.663,0,0
2,0.593,0,825.35,0.266,1,1
2,0.532,0,230.81,0.515,0,1
2,0.299,0,599.29,0.373,0,0
0,0.103,0,111.76,0.381,0,0
0,0.77,0,398.44,0.523,0,0
2,0.603,0,301.53,0.269,0,1
2,0.339,0,225.24,0.429,0,1
1,0.719,0,62.54,0.458,0,0
1,0.632,0,115.83,0.602,0,0
1,0.341,1,154.36,0.882,1,0
2,0.225,0,615.04,0.49,0,0
2,0.635,0,299.32,0.403,0,1
0,0.649,1,254.06,0.208,1,0
2,0.582,0,228.08,0.174,0,1
1,0.294,0,219.7,0.914,1,0
1,0.49,1,134.77,0.13,0,1
1,0.186,0,116.42,0.806,0,0
2,0.409,1,385.19,0.139,0,0
2,0.757,0,351.81,0.921,0,1
1,0.593,0,274.39,0.967,0,0
2,0.476,0,521.59,0.572,0,0
1,0.537,1,53.36,0.117,1,1
1,0.227,0,109.55,0.523,1,1
2,0.735,1,50.47,0.838,0,1
1,0.494,0,48.82,0.363,0,1
0,0.295,0,234.58,0.296,0,0
2,0.403,0,598.14,0.731,1,1
1,0.152,0,98.24,0.298,0,0
1,0.167,1,179.84,0.354,0,0
2,0.244,0,275.58,0.571,0,0
0,0.084,0,651.54,0.465,0,0
2,0.844,1,104.77,0.479,0,1
2,0.434,0,372.08,0.926,0,1
2,0.553,1,131.04,0.138,1,1
2,0.547,0,142.91,0.395,1,1
1,0.825,0,212.5,0.532,0,0
2,0.585,0,265.86,0.85,0,1
1,0.737,1,156.21,0.247,0,1
2,0.289,0,185.85,0.504,1,1
1,0.797,0,110.31,0.8,0,1
2,0.246,0,770.5,0.3,0,0
2,0.486,1,493.63,0.361,0,1
1,0.549,1,233.27,0.382,0,0
1,0.846,0,229.02,0.581,0,0
2,0.383,0,410.23,0.581,0,1
0,0.713,0,262.7,0.581,0,0
2,0.316,1,108.19,0.209,0,1
0,0.505,0,570.59,0.564,1,0
2,0.477,0,390.56,0.583,0,1
1,0.624,0,89.04,0.205,0,0
2,0.117,0,392.26,0.505,0,0
2,0.922,0,154.01,0.722,0,1
2,0.703,1,783.68,0.113,0,0
2,0.817,1,188.66,0.704,1,1
2,0.788,1,497.33,0.054,0,1
2,0.44,1,64.98,0.6,0,0
2,0.855,1,800.56,0.296,0,0
1,0.699,1,63.89,0.603,0,1
1,0.677,0,348.54,0.304,0,0
2,0.246,0,385.86,0.259,0,0
1,0.197,0,154.93,0.459,0,0
2,0.528,1,190.41,0.5,0,1
2,0.811,0,152.73,0.269,0,1
1,0.231,0,92.29,0.123,0,0
1,0.128,1,67.79,0.76,0,0
2,0.365,0,445.8,0.244,0,1
1,0.038,0,73.28,0.501,1,1
2,0.896,0,251.79,0.686,0,1
2,0.635,0,394.1,0.326,1,1
2,0.175,0,428.26,0.742,0,1
1,0.641,0,97.98,0.191,0,0
1,0.62,1,123.01,0.868,0,1
2,0.126,0,180.27,0.725,0,0
2,0.545,0,582.08,0.575,0,0
2,0.902,0,269.75,0.335,0,1
1,0.799,0,82.73,0.751,1,1
1,0.667,0,419.7,0.355,0,0
2,0.734,1,210.3,0.309,0,1
1,0.228,0,414.06,0.854,0,0
2,0.287,1,170.6,0.811,1,1
2,0.431,0,642.51,0.603,0,0
1,0.44,0,128.06,0.866,0,1
2,0.121,0,477.87,0.539,0,0
2,0.446,0,163.51,0.904,0,1
0,0.502,0,390.1,0.154,0,0
2,0.635,1,424.79,0.595,0,1
1,0.838,1,368.35,0.929,0,0
1,0.216,0,246.59,0.854,0,1
1,0.476,0,236.79,0.114,0,0
2,0.46,1,459.6,0.616,0,1
2,0.954,0,515.9,0.506,1,1
1,0.373,0,387.34,0.334,0,0
0,0.367,0,325.77,0.363,0,0
1,0.268,0,304.06,0.767,0,0
1,0.507,1,10.68,0.231,0,1
2,0.52,0,536.59,0.492,0,1
2,0.414,0,26.58,0.447,0,1
1,0.212,1,217.77,0.473,0,0
1,0.405,0,213.56,0.668,0,0
1,0.393,0,184.15,0.247,1,0
2,0.588,0,757.12,0.382,0,0
2,0.596,1,446.98,0.807,1,1
1,0.391,0,92.89,0.8,0,1
2,0.299,1,117.48,0.766,0,1
1,0.223,1,301.01,0.705,0,0
1,0.16,0,21.64,0.099,1,1
1,0.155,0,350.3,0.152,0,0
2,0.479,1,679.49,0.531,0,1
2,0.535,0,153.33,0.235,0,1
2,0.715,1,263.7,0.715,0,1
1,0.537,0,172.03,0.19,0,0
1,0.221,1,171.15,0.204,0,0
2,0.823,0,477.71,0.275,1,1
2,0.235,0,327.49,0.453,0,0
2,0.307,0,555.43,0.367,1,1
2,0.745,0,540.28,0.845,0,1
2,0.503,0,50.79,0.54,0,1
2,0.271,0,233.53,0.453,1,1
1,0.814,0,204.1,0.316,0,0
1,0.575,1,139.08,0.431,0,1
2,0.466,0,154.87,0.448,0,1
2,0.954,1,81.02,0.705,0,1
2,0.79,0,460.45,0.298,0,0
1,0.779,0,98.48,0.77,0,1
2,0.584,0,172.07,0.29,0,1
2,0.494,0,543.92,0.796,0,0
1,0.749,1,302.47,0.576,0,0
0,0.902,1,276.0,0.282,0,0
2,0.474,0,153.89,0.699,0,1
0,0.53,0,178.25,0.738,0,1
1,0.737,1,301.51,0.713,1,0
0,0.825,0,443.02,0.855,0,0
0,0.588,0,380.96,0.682,0,0
2,0.138,0,142.23,0.661,0,0
1,0.82,1,247.63,0.491,0,0
0,0.632,1,278.59,0.621,0,0
2,0.555,0,813.74,0.986,0,0
2,0.69,1,322.68,0.405,0,1
2,0.686,0,46.67,0.552,1,1
2,0.266,0,182.62,0.753,0,0
2,0.141,0,323.19,0.696,0,0
2,0.325,0,258.02,0.784,1,1
1,0.45,0,129.89,0.524,0,0
1,0.78,0,105.75,0.702,0,0
2,0.846,0,27.09,0.392,0,1
2,0.053,1,659.23,0.29,0,1
2,0.493,0,414.41,0.273,1,1
1,0.607,1,61.64,0.124,0,0
1,0.591,1,172.96,0.62,0,1
2,0.51,0,306.17,0.046,0,1
2,0.251,0,343.0,0.722,1,1
2,0.506,0,293.94,0.625,0,1
1,0.644,0,50.5,0.193,0,0
0,0.842,1,661.16,0.57,1,0
1,0.493,0,235.29,0.87,0,1
2,0.538,0,480.06,0.425,1,1
2,0.807,0,273.87,0.661,0,1
2,0.783,0,320.18,0.638,0,1
2,0.399,0,340.1,0.405,0,1
1,0.589,0,197.12,0.705,0,0
2,0.505,0,221.18,0.784,1,1
2,0.774,1,319.13,0.956,1,1
1,0.87,1,194.69,0.652,0,1
1,0.526,0,83.09,0.074,1,1
1,0.418,0,99.8,0.26,0,0
2,0.928,0,292.2,0.192,0,1
0,0.521,0,209.67,0.424,0,0
2,0.869,1,206.44,0.144,0,1
2,0.664,0,444.72,0.169,0,1
1,0.74,0,98.45,0.611,1,1
0,0.584,0,80.27,0.328,0,0
2,0.641,1,200.48,0.11,0,1
2,0.549,0,249.02,0.524,0,1
2,0.119,1,364.28,0.4,0,1
2,0.873,0,180.1,0.25,1,1
1,0.773,0,362.99,0.711,0,0
1,0.543,1,155.63,0.884,0,1
0,0.686,0,190.51,0.566,0,0
2,0.987,0,485.23,0.392,0,0
2,0.54,0,289.64,0.285,0,1
2,0.404,0,219.72,0.671,0,1
2,0.725,1,229.12,0.342,0,1
2,0.846,0,222.99,0.193,0,1
2,0.472,1,156.07,0.07,0,1
2,0.221,0,453.92,0.903,0,0
1,0.433,1,59.9,0.044,1,1
2,0.586,0,595.74,0.627,0,0
2,0.623,1,234.45,0.228,0,1
2,0.338,0,572.6,0.05,0,0
2,0.769,0,322.8,0.376,0,1
0,0.672,0,395.14,0.341,0,0
2,0.523,1,363.65,0.24,0,1
1,0.643,1,161.28,0.946,0,1
0,0.155,0,24.35,0.554,0,0
1,0.674,0,258.64,0.964,0,0
2,0.966,1,382.82,0.512,0,0
2,0.433,0,292.48,0.789,0,1
1,0.25,0,44.32,0.72,0,0
2,0.784,0,746.79,0.16,1,1
1,0.597,0,178.59,0.686,0,0
0,0.325,0,90.57,0.86,0,0
0,0.213,0,688.91,0.259,0,0
1,0.908,0,206.93,0.705,0,0
2,0.629,0,175.82,0.592,0,1
1,0.711,1,427.62,0.468,1,0
2,0.276,0,93.67,0.651,1,1
1,0.871,0,99.77,0.788,0,0
2,0.176,1,310.62,0.346,0,1
1,0.58,0,80.93,0.47,0,0
2,0.386,1,236.43,0.791,0,1
1,0.421,1,213.71,0.463,0,1
2,0.352,1,610.78,0.72,0,1
2,0.037,1,301.18,0.242,0,0
2,0.51,1,327.17,0.856,0,1
1,0.555,1,390.77,0.218,0,0
2,0.463,1,196.38,0.135,0,1
2,0.889,1,266.74,0.279,0,1
2,0.114,0,218.03,0.968,0,1
2,0.487,0,374.79,0.102,0,1
2,0.626,1,427.6,0.88,0,1
2,0.684,0,609.95,0.289,1,1
2,0.444,0,517.39,0.6,0,0
0,0.616,1,213.78,0.438,0,0
2,0.71,1,108.4,0.34,0,1
1,0.935,1,221.1,0.632,0,0
2,0.772,0,163.47,0.348,1,1
1,0.146,0,246.93,0.333,0,0
2,0.593,0,496.27,0.583,0,0
1,0.751,1,358.56,0.021,0,0
1,0.943,1,119.12,0.805,0,1
2,0.709,0,247.48,0.674,0,1
2,0.405,0,264.37,0.381,0,1
2,0.586,0,378.11,0.614,0,1
2,0.659,0,690.1,0.564,1,1
1,0.817,0,431.91,0.108,0,0
2,0.344,1,102.64,0.47,0,0
2,0.21,1,184.42,0.339,1,1
2,0.841,1,329.54,0.262,0,1
2,0.496,0,86.53,0.327,0,1
1,0.479,1,383.32,0.708,0,0
2,0.41,0,108.44,0.455,0,1
1,0.729,1,105.21,0.331,0,1
2,0.897,0,553.8,0.399,0,0
1,0.432,0,201.08,0.009,0,0
2,0.451,0,316.97,0.296,0,1
1,0.308,1,185.97,0.129,1,0
2,0.429,1,354.06,0.696,0,1
1,0.661,1,140.27,0.173,0,1
1,0.207,0,54.86,0.699,0,0
2,0.937,0,116.35,0.615,0,1
1,0.733,1,199.79,0.246,0,1
2,0.742,1,138.0,0.252,0,1
2,0.681,1,756.85,0.583,0,0
1,0.424,0,378.86,0.937,0,0
2,0.288,0,440.77,0.399,1,1
0,0.236,0,343.48,0.659,0,0
2,0.507,0,861.74,0.106,0,0
2,0.512,0,254.73,0.719,0,1
2,0.566,0,273.25,0.231,0,1
2,0.226,1,86.2,0.402,0,1
2,0.942,1,159.14,0.804,0,1
1,0.341,0,69.42,0.352,0,0
2,0.301,0,151.35,0.677,0,1
1,0.943,0,130.04,0.788,1,0
1,0.904,0,380.72,0.077,0,0
1,0.515,0,295.73,0.508,1,0
2,0.395,1,276.82,0.633,0,1
1,0.597,0,251.5,0.676,0,0
2,0.177,0,578.98,0.022,0,0
2,0.784,1,563.89,0.367,0,1
2,0.263,0,166.03,0.138,0,0
2,0.57,0,174.1,0.602,0,1
2,0.773,1,472.93,0.775,0,1
2,0.352,0,336.99,0.03,0,1
2,0.328,1,162.37,0.49,0,1
1,0.641,0,290.29,0.046,0,1
2,0.41,0,354.18,0.579,0,1
1,0.334,1,397.1,0.512,0,0
2,0.739,0,273.27,0.795,1,1
1,0.063,0,122.02,0.487,0,0
2,0.349,0,196.64,0.085,0,1
2,0.223,0,499.82,0.24,0,0
2,0.467,1,452.83,0.427,1,1
1,0.728,0,415.65,0.498,0,0
1,0.595,0,105.54,0.492,0,0
1,0.439,0,137.67,0.604,0,0
2,0.303,1,299.16,0.122,0,1
1,0.242,1,275.61,0.696,0,0
2,0.429,1,215.87,0.395,0,1
2,0.471,0,714.35,0.34,0,0
2,0.677,0,83.94,0.872,0,1
2,0.367,1,183.92,0.132,0,1
2,0.578,1,505.27,0.813,1,1
2,0.498,1,186.66,0.829,1,1
2,0.801,0,51.39,0.544,0,1
2,0.507,1,468.34,0.744,0,1
1,0.358,0,110.61,0.727,0,0
1,0.728,0,113.09,0.636,0,1
1,0.982,0,422.74,0.418,0,0
2,0.501,0,99.61,0.882,0,1
2,0.554,1,187.38,0.746,0,1
2,0.578,1,444.46,0.694,0,1
2,0.869,0,259.13,0.834,0,1
2,0.68,0,614.2,0.717,0,1
0,0.194,1,131.25,0.204,0,0
2,0.796,0,507.46,0.279,0,0
2,0.184,1,302.91,0.531,0,1
2,0.549,0,107.29,0.185,0,1
2,0.423,1,114.26,0.786,0,0
1,0.4,0,383.69,0.529,1,0
2,0.467,1,237.17,0.157,0,1
1,0.045,1,117.91,0.642,0,0
2,0.566,1,582.68,0.842,0,1
0,0.323,1,656.66,0.673,0,0
2,0.424,0,241.14,0.195,0,1
2,0.08,1,420.79,0.326,1,1
0,0.807,0,545.68,0.752,0,0
2,0.853,0,184.4,0.39,0,1
2,0.379,0,297.49,0.77,0,1
1,0.558,0,446.19,0.4,0,0
2,0.225,0,113.81,0.617,0,0
2,0.436,0,310.64,0.437,0,1
1,0.787,0,337.28,0.929,1,0
2,0.71,1,248.42,0.655,0,1
2,0.561,0,143.06,0.284,0,1
2,0.55,0,244.63,0.87,0,1
1,0.803,0,143.93,0.278,0,1
2,0.584,0,563.24,0.379,0,0
1,0.277,1,286.24,0.588,1,0
2,0.619,0,94.99,0.709,0,1
2,0.276,0,298.57,0.217,0,0
1,0.759,0,29.82,0.178,0,1
1,0.47,0,70.08,0.874,0,1
2,0.304,0,423.82,0.519,0,1
0,0.698,0,698.72,0.795,0,0
1,0.867,0,246.39,0.276,0,0
1,0.19,0,81.38,0.663,1,1
1,0.17,0,82.31,0.711,0,0
0,0.592,0,260.69,0.097,0,0
2,0.58,0,592.21,0.567,0,0
2,0.363,1,163.79,0.777,0,1
2,0.761,0,388.84,0.364,0,1
2,0.799,0,279.08,0.494,0,1
1,0.337,0,186.05,0.397,0,0
2,0.509,1,236.45,0.528,1,1
1,0.371,0,166.73,0.537,0,1
1,0.531,0,250.41,0.454,0,0
1,0.353,0,164.74,0.625,1,0
1,0.528,0,114.51,0.367,0,0
2,0.455,0,575.11,0.483,0,0
1,0.336,0,105.49,0.167,0,0
1,0.063,0,278.62,0.608,0,0
1,0.902,1,284.32,0.637,0,0
2,0.791,0,170.76,0.272,0,1
2,0.564,0,197.35,0.433,0,1
1,0.374,0,119.05,0.24,0,0
1,0.617,0,276.75,0.55,0,0
2,0.854,1,213.14,0.449,0,1
2,0.139,0,137.94,0.683,0,0
2,0.406,0,682.47,0.961,0,0
2,0.721,0,166.86,0.935,0,1
2,0.327,0,136.87,0.17,0,1
2,0.84,0,433.3,0.918,1,1
2,0.361,0,303.95,0.572,0,1
1,0.381,1,48.89,0.461,0,0
2,0.358,0,103.36,0.9,0,1
1,0.168,0,293.39,0.789,0,0
2,0.834,0,660.41,0.71,1,1
2,0.709,1,202.45,0.85,1,1
2,0.064,1,160.81,0.874,0,1
1,0.64,0,57.95,0.201,0,0
1,0.178,0,91.82,0.407,0,0
2,0.702,0,174.54,0.511,0,1
1,0.533,1,34.01,0.294,0,1
2,0.399,0,191.23,0.376,0,1
2,0.654,0,609.12,0.748,1,1
2,0.119,1,547.32,0.753,0,1
1,0.397,0,197.43,0.696,0,0
1,0.747,0,298.33,0.857,0,0
2,0.869,0,564.04,0.579,0,0
1,0.21,1,156.97,0.38,0,0
2,0.766,0,233.71,0.066,0,1
2,0.73,0,288.49,0.427,1,1
2,0.239,1,331.88,0.529,1,0
2,0.336,0,519.82,0.38,0,0
0,0.648,1,533.46,0.745,1,0
0,0.917,0,116.86,0.507,0,0
2,0.977,0,391.96,0.604,0,1
0,0.44,0,607.73,0.269,0,0
1,0.279,0,305.72,0.143,0,0
2,0.194,0,705.23,0.414,1,1
2,0.456,0,299.12,0.439,0,1
2,0.812,0,362.31,0.499,0,1
2,0.129,1,332.32,0.623,1,1
2,0.278,0,436.82,0.383,1,1
1,0.663,0,336.36,0.78,0,0
1,0.397,0,217.79,0.424,0,0
2,0.219,0,712.11,0.784,0,0
2,0.531,0,482.56,0.792,0,1
2,0.817,0,97.58,0.487,0,1
2,0.798,0,120.89,0.338,0,1
2,0.673,1,118.43,0.306,1,1
1,0.265,0,91.66,0.296,0,0
2,0.756,1,616.62,0.892,0,1
2,0.409,0,232.98,0.451,0,1
1,0.853,1,411.28,0.545,0,0
2,0.8,0,740.13,0.417,0,0
2,0.261,1,583.64,0.628,0,1
2,0.913,0,218.62,0.567,0,1
2,0.613,0,163.44,0.6,1,1
2,0.732,0,276.42,0.448,0,1
2,0.419,0,479.23,0.27,0,0
2,0.681,0,735.7,0.716,1,1
2,0.665,1,549.38,0.029,0,1
2,0.793,0,411.72,0.339,0,1
2,0.676,0,643.85,0.581,0,0
0,0.84,0,393.51,0.641,1,0
2,0.77,0,349.29,0.219,0,1
1,0.561,0,354.4,0.594,1,0
2,0.443,1,468.64,0.581,1,1
0,0.426,0,158.93,0.72,0,0
2,0.723,0,295.44,0.278,1,0
1,0.723,1,144.68,0.663,0,1
1,0.252,1,229.06,0.165,0,0
2,0.651,1,376.94,0.435,0,1
2,0.687,0,85.56,0.119,1,1
2,0.567,0,440.55,0.68,0,1
2,0.344,0,535.22,0.487,0,0
2,0.772,1,416.77,0.926,0,1
1,0.047,1,109.78,0.565,1,1
1,0.846,1,199.42,0.606,0,1
1,0.712,1,159.8,0.583,0,1
2,0.196,0,437.22,0.495,1,1
1,0.395,0,314.06,0.471,1,0
2,0.777,0,332.29,0.617,1,1
2,0.4,0,173.66,0.97,0,1
1,0.66,0,26.61,0.477,0,1
1,0.382,1,204.48,0.872,0,0
2,0.56,1,437.83,0.124,0,1
2,0.253,0,649.17,0.185,1,1
2,0.447,0,614.91,0.419,0,0
2,0.177,0,79.44,0.448,0,0
2,0.495,0,403.61,0.334,0,1
2,0.616,0,647.46,0.472,0,0
1,0.936,1,336.48,0.86,0,0
2,0.319,1,206.72,0.787,0,1
1,0.955,0,319.7,0.571,0,0
2,0.784,1,573.37,0.657,0,1
2,0.459,0,185.36,0.427,0,1
2,0.914,1,300.37,0.326,1,1
1,0.58,0,46.32,0.74,1,1
1,0.603,0,60.21,0.777,1,1
2,0.559,1,339.14,0.704,0,1
2,0.419,0,389.16,0.508,0,1
2,0.315,1,746.15,0.531,0,0
1,0.49,1,100.87,0.324,0,1
2,0.784,0,211.35,0.358,0,1
2,0.804,1,654.59,0.513,0,1
2,0.172,0,564.09,0.276,0,0
2,0.61,0,307.62,0.376,0,0
2,0.275,0,377.94,0.372,1,1
1,0.773,0,478.74,0.59,0,0
1,0.976,1,105.0,0.855,1,1
0,0.77,1,273.0,0.138,0,0
2,0.77,0,464.66,0.503,0,0
2,0.662,0,243.27,0.159,0,0
1,0.379,1,382.54,0.371,1,0
2,0.335,1,151.01,0.979,1,1
2,0.262,0,455.84,0.438,0,0
1,0.429,0,160.48,0.343,0,0
1,0.423,0,406.11,0.076,0,0
2,0.682,1,372.93,0.528,0,1
2,0.796,1,667.58,0.166,0,1
1,0.707,1,35.05,0.318,1,1
1,0.68,0,48.01,0.247,0,1
2,0.313,0,44.27,0.744,0,1
2,0.271,0,181.17,0.498,0,0
2,0.472,0,498.66,0.18,0,0
2,0.11,0,425.22,0.694,0,0
2,0.959,0,322.99,0.154,0,1
2,0.474,1,458.02,0.51,0,1
0,0.672,0,478.8,0.824,0,0
1,0.232,0,378.39,0.169,0,0
0,0.555,0,646.76,0.359,0,0
2,0.625,1,627.65,0.14,0,1
2,0.49,1,324.13,0.758,0,1
2,0.801,0,84.4,0.63,0,1
1,0.581,0,133.22,0.418,0,0
2,0.177,0,222.38,0.39,1,1
2,0.648,1,162.88,0.451,0,1
1,0.811,0,400.73,0.263,0,0
2,0.853,0,244.55,0.248,0,1
2,0.601,0,135.53,0.19,0,1
1,0.67,0,87.12,0.33,0,0
1,0.373,1,129.39,0.918,0,1
1,0.258,0,153.2,0.599,0,0
0,0.543,0,262.27,0.59,0,0
1,0.269,0,169.77,0.602,0,0
1,0.639,1,324.94,0.703,0,0
2,0.584,0,397.64,0.164,0,1
1,0.444,1,242.88,0.811,0,0
0,0.488,0,1.66,0.341,0,0
2,0.81,0,448.98,0.259,0,1
2,0.32,0,307.5,0.629,0,0
2,0.617,1,362.15,0.202,0,1
2,0.806,1,307.12,0.147,0,1
2,0.426,0,364.58,0.524,0,1
2,0.083,1,391.29,0.746,0,1
2,0.857,0,596.36,0.832,0,1
1,0.73,1,255.1,0.918,0,0
2,0.346,0,128.57,0.248,0,1
2,0.661,0,45.22,0.623,0,1
2,0.116,0,175.93,0.251,0,0
1,0.799,1,100.84,0.14,0,1
1,0.471,0,340.94,0.407,0,0
2,0.077,0,286.98,0.774,0,0
0,0.835,0,33.87,0.608,0,0
2,0.429,1,357.08,0.826,0,1
2,0.7,0,181.48,0.372,0,1
1,0.653,1,324.29,0.575,0,0
1,0.98,1,102.03,0.375,0,1
2,0.586,0,511.11,0.296,0,0
1,0.333,0,142.36,0.148,0,0
2,0.86,0,541.59,0.694,0,0
1,0.306,0,102.1,0.787,0,0
2,0.88,0,369.47,0.475,0,1
2,0.272,0,180.89,0.067,0,0
2,0.502,0,523.73,0.943,0,1
0,0.237,0,614.76,0.298,0,0
0,0.913,0,224.32,0.288,0,0
2,0.429,0,559.11,0.948,0,0
1,0.788,0,289.51,0.407,0,0
2,0.643,0,593.94,0.558,0,0
2,0.554,0,300.59,0.558,0,1
1,0.691,0,85.78,0.693,0,0
2,0.65,0,238.78,0.471,1,1
1,0.714,0,46.89,0.594,0,1
2,0.387,0,496.69,0.165,0,0
2,0.487,1,181.9,0.255,0,1
2,0.4,0,370.16,0.322,0,1
2,0.439,0,94.74,0.053,0,1
2,0.29,1,53.44,0.715,0,1
2,0.556,0,251.95,0.564,0,1
0,0.672,1,127.07,0.222,0,0
1,0.678,0,223.08,0.409,1,1
2,0.469,1,183.14,0.42,0,1
1,0.692,1,393.86,0.696,0,0
2,0.481,0,429.39,0.964,0,1
2,0.574,1,493.98,0.261,0,1
1,0.402,1,212.16,0.339,0,0
1,0.409,1,39.16,0.688,0,1
2,0.937,1,250.55,0.261,0,1
2,0.186,1,667.15,0.55,1,1
2,0.276,0,562.45,0.519,0,0
0,0.677,1,150.09,0.892,0,0
1,0.231,1,386.63,0.787,0,0
1,0.824,0,498.21,0.761,0,0
1,0.477,0,83.56,0.929,0,1
2,0.229,0,275.86,0.24,1,1
1,0.425,0,52.26,0.135,0,0
0,0.519,0,545.07,0.316,0,0
0,0.767,0,603.24,0.561,1,0
1,0.489,0,223.72,0.369,0,0
2,0.323,0,224.89,0.305,0,1
2,0.725,0,303.33,0.981,0,1
1,0.857,0,248.62,0.516,0,0
1,0.527,0,339.31,0.269,0,0
2,0.432,0,537.43,0.748,0,0
2,0.454,0,681.06,0.926,1,1
2,0.622,1,537.62,0.371,0,1
1,0.354,1,328.06,0.382,0,0
2,0.783,0,447.59,0.744,0,1
0,0.903,0,404.15,0.877,0,0
2,0.373,1,292.66,0.515,0,1
2,0.359,0,222.96,0.454,1,1
1,0.395,0,341.56,0.596,0,0
0,0.855,0,546.1,0.444,0,0
1,0.639,1,75.53,0.856,1,1
1,0.383,1,271.77,0.634,0,0
2,0.699,1,394.74,0.365,0,1
0,0.634,0,66.44,0.346,0,0
2,0.468,0,299.77,0.027,0,1
2,0.615,1,281.87,0.52,0,1
2,0.228,1,268.73,0.318,0,1
2,0.451,0,197.33,0.485,0,1
2,0.495,1,603.23,0.357,0,1
2,0.353,0,169.31,0.485,1,1
2,0.49,0,406.28,0.707,0,1
2,0.346,1,114.69,0.555,0,0
1,0.299,0,243.99,0.15,0,0
2,0.37,1,214.34,0.029,0,1
1,0.257,0,81.29,0.575,0,0
